time,chw_total,hw_total,hw_kl,chw_kl,hw_cob,chw_cob,hw_SE1,chw_SE1,hw_SE2,chw_SE2,hw_SSB,hw_SSM,chw_SSM,hw_SAAC,chw_SAAC,
1507198500.0,248.0060990467,100.2121502385,0,15,0,0,48.9,122,7.5,10.8027,0,0.1,0.1,3.3,0,
1507197600.0,246.054496076,104.8884972809,0,18,0,0,50,116.2,0,10.8027,0,0.1,7.6,16.3,0,
1507196700.0,354.3050744087,89.6082511479,5,38.6,0,59,49.4,116.8,7.5,31.5079,2.88,0.1,0.1,3.3,0,
1507195800.0,247.7261186596,97.5082485238,-0.1,11.7,0,0,48.1,115.7,0,18.9047,43.04,0.1,0.1,8.6,0,
1507194900.0,339.9184259865,117.0082489038,5.5,26.5,0,42.2,47.5,117.9,8.4,22.5056,43.04,0.1,7.9,3.3,0,
1507194000.0,274.813895816,128.0085491417,-0.1,8.2,0,6.1,47.8,117.6,0,25.2063,42.72,0.1,0.1,19.3,0,
1507193100.0,255.2324984623,122.008998665,8.7,16.1,0,0,45.9,122.5,12.3,18.0045,42.24,0.1,0.1,18.5,0,
1507192200.0,327.8575958144,114.4091487154,5.1,9.3,0,53.7,41.5,121.4,0,43.2108,32.64,0.1,0.1,13.2,0,
1507191300.0,256.7254983829,100.7092955681,-0.1,12.5,-0.1,0,45.6,120,13.2,18.0045,2.72,0.1,0.1,18.5,0,
1507190400.0,275.9295172747,237.0090048416,0,10.6,1.9,0,46.1,119.5,0,33.3083,0,0.1,0.1,142.1,14,
1507189500.0,308.134821373,253.0092978077,20.1,0,0,43.4,46.7,120.6,12.9,15.3038,0,0.1,4.7,136,15,
1507188600.0,338.7773711737,203.0125987604,0,0,0,0,43.7,134.6,0,35.1088,0,0.1,48.3,126.1,12.5,
1507187700.0,312.7643407136,194.9082460934,0,18.3,0,0,39.8,129.9,0,12.6031,0,0.1,11.6,132.2,12.5,
1507186800.0,326.0219449475,210.8078009789,-0.1,10,0,57.4,35.1,126.4,1.8,19.8049,0,0.1,0.1,135.3,13,
1507185900.0,303.5800411496,195.5070517645,0,14.6,0,0,35.7,133.2,0,30.6076,0,0.1,0.1,125.4,12.5,
1507185000.0,307.1230209377,217.1043500006,0,14.4,0,0,35.4,133.8,7.2,22.5056,0,0.1,11.9,121.5,13.5,
1507184100.0,364.6376672126,226.2041927529,0,0,0,61.5,37.1,130.2,0,31.5079,0,0.1,0.1,139.9,14,
1507183200.0,312.3835883215,248.6062928475,0,0,0,0,39.5,131,7.5,18.9047,22.4,0.1,4.3,128.4,15,
1507182300.0,377.885269681,228.5244761012,0,33.7,8.9,26,37.1,136,0,24.3061,44.32,0.1,9.5,131.5,15,
1507181400.0,373.3994725347,267.7042049123,0,25.7,28.7,6.9,39.8,133,7.2,17.1043,44.64,0.1,12.1,139.1,15,
1507180500.0,485.5355653241,205.9049514807,0,51,0,53.9,42.6,138.2,0,27.907,28.96,2.2,15.3,135.3,15.5,
1507179600.0,417.0260911863,244.4052538644,0,9.3,23.5,6.5,45,150.3,10.2,39.6099,0,2.2,12.1,140.6,15,
1507178700.0,507.6227163132,240.005249619,0,16.6,28.2,57.3,42,159.3,0,33.3083,27.36,4.8,45.1,127.6,15.5,
1507177800.0,458.5004600585,231.0057049608,-0.1,23.6,0,14.8,40.4,157.4,13.2,45.9115,31.2,4.3,24.7,142.1,16,
1507176900.0,489.1377448216,200.2060003821,0,47.1,0,28.1,46.4,155.8,0,43.2108,25.28,2.8,12.7,123.1,15.5,
1507176000.0,537.6691691745,214.8060028646,0,44,0,27.7,40.9,176.4,13.5,35.1088,19.36,0.1,37.4,135.3,15.5,
1507175100.0,507.8997971378,234.7055551503,-0.1,38.5,33.5,27.3,29.1,174.7,6.9,36.9092,9.44,0.1,21.5,137.6,15.5,
1507174200.0,530.6556231417,206.8032976643,-0.1,56.9,-0.1,39.7,35.7,175.8,0,36.9092,0,0.1,18.4,133.7,15.5,
1507173300.0,585.5242887102,216.5027005733,5.5,74,-0.1,27.9,42,175.3,13.2,39.6099,0,0.1,23.8,123.8,15,
1507172400.0,542.306263335,215.9030000949,6.8,50.7,12.4,42.2,-0.3,174.2,0,45.9115,4.16,17.1,30.5,131.5,15,
1507171500.0,566.9107455593,179.3034485211,5.2,58.9,9.2,41.8,-0.3,184.6,0,25.2063,30.24,10.1,18.2,127.6,15,
1507170600.0,622.2786916085,152.903298381,0,59.8,7.7,39.2,-0.3,185.7,0,45.9115,28.64,0.1,40.3,123.1,15,
1507169700.0,606.5839402843,159.1030023405,5.1,58.1,8.4,48.6,-0.3,217.3,0,41.4103,20.16,0.1,16.7,122.3,15,
1507168800.0,628.8274931163,157.5034495746,0,48.8,0,45.5,-0.3,204.4,0,44.111,24.8,0.1,50,134.5,15,
1507167900.0,729.0815610923,156.6051014308,0,72.1,0,49.4,-0.3,216.5,0,47.7119,17.76,6.1,46.5,125.4,15.5,
1507167000.0,785.5522242226,152.4047933738,0,65.7,-0.1,49.2,-0.3,295.9,0,57.6144,13.28,0.1,37,129.9,15,
1507166100.0,616.4654388726,182.6042013867,5.4,51.4,3.2,50.6,21.4,117.9,6.9,48.6121,12.48,0.1,45.8,123.8,15,
1507165200.0,755.0404223725,212.1038946139,0,89.3,0,56.1,41.7,246.4,0,51.3128,10.88,0.1,37.7,139.9,15,
1507164300.0,763.8334382996,205.2017972384,-0.1,95.6,-0.1,50.5,40.9,240.4,7.2,46.8117,11.04,0.1,40.7,133.7,14.5,
1507163400.0,868.1741287932,209.7000040561,0,97.2,-0.1,61.7,43.1,244.5,0,56.7142,11.52,0.1,50.5,139.1,17.5,
1507162500.0,747.3338931091,203.9999998137,-0.1,114.8,0,39.7,42.3,239.6,9.9,46.8117,12.16,0.1,46.1,126.9,24,
1507161600.0,828.651746124,297.1051063929,-0.1,113.1,0,62.7,41.2,237.1,0,46.8117,13.76,0.1,40.3,230.6,24,
1507160700.0,837.9907492921,200.9071951392,0,106,-0.1,63.5,40.6,259.3,9.9,46.8117,12.48,0.1,50.6,127.6,22.5,
1507159800.0,803.8716074787,221.4035937095,5.3,101.4,2.2,53.8,37.3,254.9,0,70.2175,10.88,0.1,46.5,139.9,20,
1507158900.0,898.1338938847,225.5016432792,13.5,133.7,0,62.7,38.4,249.7,10.2,41.4103,11.52,0.1,84.3,141.4,23,
1507158000.0,840.4766661748,213.2015072522,9.8,126.6,-0.1,69.7,38.4,253.6,0,49.5124,12.8,0.1,52.7,142.1,24.5,
1507157100.0,912.9079465009,205.9013458558,-0.1,145.2,-0.1,64.6,37.6,238.5,9.6,71.1178,12.16,0.1,54,136,24,
1507156200.0,812.1652782783,202.4013563462,0,139.4,0,65.3,36.2,251.9,0,37.8094,11.84,0.1,50.5,142.1,22.5,
1507155300.0,815.4240099639,208.901341229,0,135.7,0,55.1,37.6,246.4,5.4,51.3128,12,0.1,49.3,139.9,19.5,
1507154400.0,814.5356315225,190.4032971889,-0.1,121.3,-0.1,62.3,38.7,249.2,0,35.1088,13.12,0.1,51.7,129.2,19.5,
1507153500.0,827.9128752165,226.9042037232,-0.1,115.3,6,61.1,38.2,237.6,9.6,59.4148,10.56,0.1,54.3,137.6,24.5,
1507152600.0,787.9284679815,211.901192421,11,106.2,0,66,37.6,250,0,43.2108,11.36,0.1,43.2,141.4,24.5,
1507151700.0,850.0139355659,232.6010497182,12.3,129.9,0,62.1,37.1,240.4,9.9,43.2108,12.8,0.1,41.6,135.3,22.5,
1507150800.0,783.470228143,206.0999943763,4.8,140.5,0,57.4,36.2,231.6,0,62.1155,14.24,0.1,54,139.9,18,
1507149900.0,818.0566714033,220.4999993816,0,144.4,0,59.7,38.7,223.6,13.2,44.111,12.8,21.5,43.1,125.4,18,
1507149000.0,727.7020572349,210.8084042948,0,99.2,0,54.4,42,210.4,8.4,30.6076,14.56,0.1,50.9,137.6,23,
1507148100.0,798.7235210352,191.8080980955,-0.1,122.7,0,49.6,41.5,221.2,0,66.6166,11.68,0.1,69.8,127.6,24.5,
1507147200.0,739.1691399291,232.9085439472,4.9,123.9,16.6,56.2,34.9,199.5,7.8,34.2085,9.6,0.1,44.2,142.9,24.5,
1507146300.0,709.8379445747,207.1082501942,11.1,99.3,3,66.2,34,192.6,8.1,69.3173,10.24,0.1,53.3,126.9,22.5,
1507145400.0,706.3924438283,228.1082467595,10.7,122.9,0,66.3,34.6,197,7.5,28.8072,13.92,0.1,40.2,146,14.5,
1507144500.0,646.6912846789,225.1082439953,-0.1,90.9,0,60.6,34.9,181,7.5,37.8094,16.16,0.1,49,142.9,15,
1507143600.0,633.4230310433,203.7082436616,0,92.3,0,60,34.3,198.6,11.1,29.7074,11.52,0.1,46.3,132.2,14.5,
1507142700.0,625.1277288236,232.8082496235,0,115.3,26.3,52.9,34,182.9,7.5,43.2108,12.96,0.1,36.8,125.4,15,
1507141800.0,634.8964043558,251.9136388414,-0.1,97.4,27.8,55.1,43.1,192.8,14.1,51.3128,10.24,0.1,47.3,142.9,14.5,
1507140900.0,575.6237237491,209.8082471425,6.2,85.6,0,54.4,47.5,186.5,0,18.9047,8.64,0.1,33.1,132.2,14.5,
1507140000.0,621.3636785857,222.9082557717,5.9,77.1,0,49.5,50,178.3,0,54.0135,19.68,1.2,51.8,142.1,14.5,
1507139100.0,519.0434988867,278.6084016692,15.4,92.7,28.8,44.6,56,157.1,0,25.2063,7.04,2.2,33.4,136.8,14,
1507138200.0,533.1112250015,291.2087054849,16.2,68.4,31.6,47.5,64.3,184.6,0,36.9092,6.88,14.7,44.2,126.9,14,
1507137300.0,456.4883848801,310.1086914167,16.5,78,36.8,47.3,76.1,157.4,0,28.8072,10.24,5.9,28.5,128.4,14,
1507136400.0,419.136268707,361.5124320704,15.4,63.3,48.1,37.5,84.1,123.9,37.8,24.3061,12.32,3.9,35.9,141.4,14.5,
1507135500.0,394.6493611541,350.7096090605,13.6,61.3,50.9,45.1,89.3,127.2,7.2,27.907,10.08,3.6,21.8,140.6,14.5,
1507134600.0,373.5238413867,280.4019542449,15.6,57.1,2,29.6,95.3,124.2,0,16.204,26.56,2.7,27.1,121.5,14,
1507133700.0,361.724185843,353.2143883174,14.9,58.8,27.1,28,92.9,127.7,54.6,28.8072,22.56,0.1,23.3,131.5,14,
1507132800.0,350.6002400853,442.6740327431,19.2,49.3,50.9,33.3,95.9,124.7,55.2,16.204,24.16,7.4,26,142.9,13,
1507131900.0,309.9598186277,413.0016413719,14.7,50.7,50.1,13.7,116.8,108.5,40.2,29.7074,33.12,8.5,0.1,132.2,13,
1507131000.0,265.9196994789,443.8118311297,21.9,28.2,51.6,15.7,127.5,101.4,68.1,10.8027,23.2,0.8,0.1,131.5,12.5,
1507130100.0,245.5051705465,433.215887744,17.9,15.4,48.3,13.7,128.3,106.3,53.1,20.7052,30.72,0.1,0.1,126.1,11.5,
1507129200.0,240.6300427392,473.8048001449,49.7,10.6,47.9,0,139.6,102.5,56.4,23.4058,26.08,9.4,25.5,125.4,9.5,
1507128300.0,216.5196940415,459.3680450479,16.4,8.5,58.7,0,139.8,101.6,0,10.8027,31.68,39.5,0.1,142.9,10,
1507127400.0,282.7431892343,463.2182893157,18.2,14.7,51.6,0,140.6,102.7,48.3,28.8072,28.8,11.9,38.2,132.2,9.5,
1507126500.0,225.9088998325,449.5124582425,21,10.8,40,0,131.3,103.8,18.6,10.8027,26.56,30.8,0.1,130.7,9.5,
1507125600.0,275.5518707633,374.2107936088,24.4,10.2,32.9,10,107.1,103.3,0,24.3061,35.2,11.6,34.5,139.9,11.5,
1507124700.0,238.6265924051,459.2100433251,14.1,11.1,30.6,9.3,116.5,95.1,79.2,14.4036,22.56,37,0.1,135.3,11.5,
1507123800.0,234.01376676,389.2092986843,4.8,26.8,34.3,0,127.5,96.7,0,13.5034,32.48,18.6,0.1,139.9,10.5,
1507122900.0,211.1279981248,418.7022451374,-0.1,0,29.7,3.8,125,100.8,47.4,14.4036,0,32.7,0.1,122.3,10,
1507122000.0,261.4418960912,348.6808640179,15.6,41.1,0,8.1,124.4,97.5,0,3.6009,0,0.1,0.1,137.6,12.5,
1507121100.0,237.9083159044,315.2142527653,5.5,9.6,0,0,105.5,92.6,0,33.3083,43.68,0.1,0.1,122.3,8,
1507120200.0,226.2400970887,321.5139522394,16.5,17.4,26.2,0,98.1,102.5,0,10.8027,41.92,0.1,0.1,122.3,8,
1507119300.0,226.131744571,336.8147050533,14.7,11.7,27.7,0,95.3,100.3,0,19.8049,26.88,0.1,0.1,121.5,15,
1507118400.0,253.719925832,286.9025506238,10.1,13.6,-0.1,37.8,97.8,100.8,0,11.7029,0,0.1,0.1,132.2,0,
1507117500.0,247.7217242457,336.4493983155,6.5,43.7,7.5,0,98.6,98.4,2.4,18.9047,0,0.1,0.1,131.5,0,
1507116600.0,254.3845011462,291.7109530037,0,7.7,25.8,0,96.4,100.8,0,10.8027,0,0.1,46.8,123.8,0,
1507115700.0,346.1649435665,351.5098824529,-0.1,11.3,23.3,38.4,94.5,99.7,61.8,12.6031,0,0.1,69.2,124.6,8.5,
1507114800.0,252.4313476076,291.3097488554,4.9,25.3,25,5.9,90.9,97.3,0,12.6031,0,0.1,0.1,129.2,10.5,
1507113900.0,251.851496906,319.8176967092,-0.1,23.3,23.4,0,85.4,99.4,29.4,10.8027,0,0.1,0.1,122.3,8.5,
1507113000.0,267.460594736,259.0677999659,5.6,9.7,0,18.7,84.3,95.9,0,36.009,0,0.1,0.1,127.6,16,
1507112100.0,233.6026935652,281.9085488571,-0.1,10.3,-0.1,0,79.1,98.9,23.7,10.8027,42.72,0.1,0.1,137.6,27,
1507111200.0,225.9108238588,148.932341883,23.7,14.7,-0.1,0,75.3,110.4,0,15.3038,42.24,0.1,0.1,19.3,0,
1507110300.0,295.2503915001,155.4092932763,0,39,-0.1,21.4,76.1,113.7,23.7,21.6054,43.04,0.1,0.1,3.3,0,
1507109400.0,247.3160763755,122.5092986645,0,8,0,0,78.6,114.3,0,17.1043,42.72,0.1,0.1,10.9,0,
1507108500.0,295.0586981047,146.5093039097,-0.1,9.9,0,29,78.3,118.4,0,25.2063,42.56,0.1,0.1,20.1,0,
1507107600.0,197.6256274823,113.0088526737,5.9,0,0,0,78.8,106.3,0,0.900225,32.48,0.1,0.1,4,0,
1507106700.0,234.6114514247,169.7083463548,-0.1,7.5,0,0,81.9,103.8,0,16.204,0.8,0.1,14.2,12.4,0,
1507105800.0,243.3136253487,144.5136489011,5.2,7.7,0,15.6,83.5,103.8,0,22.5056,0,0.1,0.1,17,0,
1507104900.0,255.8214243157,145.6083990466,-0.1,18.3,2.3,0,75,115.4,0,22.5056,0,0.1,0.1,2.5,0,
1507104000.0,277.7536646724,295.0085356487,0,7.5,0,0,61.8,124.2,40.5,31.5079,0,0.1,0.1,141.4,14.5,
1507103100.0,292.1830162117,283.5088505279,39.1,0,-0.1,27.4,53.3,121.7,0,15.3038,0,0.1,0.1,138.3,13.5,
1507102200.0,304.2829171717,238.0084010046,5.9,36.8,-0.1,0,60.4,121.4,7.8,26.1065,0,0.1,0.1,125.4,13.5,
1507101300.0,267.3108498659,222.808397999,9.5,11.7,-0.1,0,61.8,120.3,0,16.204,0,0.1,0.1,126.1,12.5,
1507100400.0,326.710644735,285.9071856025,0,12.1,-0.1,52,61,120.6,45,16.204,0,0.1,0.1,141.4,12.5,
1507099500.0,299.181941852,212.9029932329,0,10.4,-0.1,0,59.3,119.2,0,27.0067,0,0.1,0.1,128.4,14.5,
1507098600.0,309.6495193914,281.2022415164,13.6,7,-0.1,0,54.4,119,45,26.1065,0,0.1,0.1,130.7,15.5,
1507097700.0,367.7263944205,208.9028450432,0,23.8,-0.1,35.7,55.2,119.8,0,28.8072,22.24,0.1,0.1,128.4,15.5,
1507096800.0,300.3944482673,261.4035975242,-0.1,14.4,20.7,0,47.2,125.3,42,16.204,43.36,0.1,8.8,122.3,16,
1507095900.0,270.8457654137,244.6128982846,4.5,0,21.7,0,48.1,124.2,0,20.7052,44.16,0.1,0.1,124.6,15.5,
1507095000.0,358.2051724503,263.3091412261,4.7,0,21.6,40.5,54.6,129.1,7.8,27.907,43.2,0.1,0.1,139.9,16,
1507094100.0,373.6175224297,261.7090068189,0,26.6,21.3,23.7,54.4,136,0,18.9047,41.44,0.1,12.1,137.6,16,
1507093200.0,397.335612176,269.7090029819,11.7,10.8,21.7,0,54.9,174.7,14.1,36.9092,26.08,1.4,5.7,138.3,15.5,
1507092300.0,397.6911028735,238.6092998581,0,15.6,21.1,39.7,48.6,159.6,0,18.0045,30.08,2.3,2.2,134.5,15.5,
1507091400.0,365.0936618503,223.6089899642,0,12.2,0,12.3,50.8,135.7,13.8,38.7097,21.76,1.9,8.4,128.4,16,
1507090500.0,422.2394674085,216.4484322323,-0.1,26.8,-0.1,38.1,50,136.8,0,24.3061,18.72,0.1,35.5,137.6,16,
1507089600.0,467.1478336398,239.0082401792,0,48.5,0,35.5,53.8,137.9,13.8,37.8094,25.92,2.4,27.4,139.9,16,
1507088700.0,515.883051794,227.2080979524,0,41.3,2.1,25.2,58,154.1,0,23.4058,29.76,2.2,59.7,126.1,15.5,
1507087800.0,453.1206294056,240.8080938486,-0.1,36.7,0,42.5,56.6,158.8,8.4,34.2085,21.28,2,10.2,132.2,15.5,
1507086900.0,453.2989896312,234.1079546493,0,39.4,-0.1,30.8,57.7,152.7,7.8,21.6054,10.24,1.1,48.6,139.1,15.5,
1507086000.0,467.3323718719,223.0060028154,0,54.9,2.5,35.7,61,155.5,0,27.907,18.08,0.1,8.3,122.3,15.5,
1507085100.0,481.6222424954,213.4049515775,-0.1,50.3,0,43.8,54.9,161.8,7.8,37.8094,15.36,0.1,7.8,126.9,16,
1507084200.0,537.7118703369,194.3061526259,0,56,-0.1,38.9,33.5,175,0,31.5079,0,0.1,43.4,136.8,15.5,
1507083300.0,596.2633931004,204.0068999538,0,48.6,-0.1,48.4,34.6,180.2,8.1,43.2108,10.24,0.1,20.4,135.3,15.5,
1507082400.0,588.5948411673,195.0124501903,0,68.7,-0.1,41.4,34,181.6,0,46.8117,10.4,0.1,29.9,131.5,16,
1507081500.0,631.7480036002,212.3047986175,0,75.5,-0.1,50,31,191.5,7.5,33.3083,2.4,14.4,34.4,136,15.5,
1507080600.0,668.3414334655,189.9037475244,-0.1,77.7,-0.1,53.6,33.5,192,0,51.3128,0,0.1,34.9,132.2,15,
1507079700.0,662.1487464048,188.4040470473,-0.1,82.1,-0.1,52.8,33.2,208,7.2,39.6099,0,0.1,48.2,124.6,16,
1507078800.0,693.8896472584,221.0034551998,4.5,75.3,0,52.1,33.8,217.6,0,37.8094,0,0.1,53.7,137.6,15.5,
1507077900.0,768.1370946169,204.6019420886,9.7,120.9,0,67.2,33.5,211.5,7.8,45.0112,0,0.1,47.9,129.9,15.5,
1507077000.0,760.844711408,211.303293708,11.2,125.7,0,57.5,33.5,222.8,0,39.6099,0,0.1,40.8,142.9,15.5,
1507076100.0,749.7262738794,206.305396189,5.2,88.3,2.9,52.8,33.2,212.6,7.8,40.5101,0,0.1,37.8,130.7,15.5,
1507075200.0,725.9400096014,191.1028459477,0,105.4,0,66.6,33.8,220.3,0,34.2085,0,1.7,45.2,130.7,15.5,
1507074300.0,789.9783180058,199.8013418012,0,117.2,0,63.7,34.3,206.1,7.8,61.2153,0,0.1,43.1,129.9,15.5,
1507073400.0,759.4395075403,188.1013509326,-0.1,114.3,3.2,64.8,32.9,230.8,0,45.9115,0,1.1,50.4,127.6,15.5,
1507072500.0,732.7664126456,205.9020984783,0,122.5,0,62.7,33.5,216.8,7.2,45.9115,0,0.1,46.1,136,15.5,
1507071600.0,842.6870106496,200.8024050107,0,117.6,-0.1,66.3,34.3,225.8,0,63.0157,0,0.1,50.5,140.6,15,
1507070700.0,756.7361533567,209.8019519114,-0.1,121.2,2.9,67.8,33.5,212.1,7.5,37.8094,0,0.1,44.9,138.3,15,
1507069800.0,811.369299408,181.9999973327,-0.1,122.3,0,64.4,33.8,219.8,0,47.7119,0,0.1,45.9,124.6,15,
1507068900.0,879.7280416787,229.7999988124,9.1,151,0,64.6,33.2,211.3,8.1,50.4126,0,0.1,80.9,134.5,15,
1507068000.0,815.7216903493,203.9999987632,12.8,138,0,58.8,32.4,222.5,0,45.9115,0,3.4,69.3,132.2,15,
1507067100.0,773.6908432543,208.3082547719,-0.1,114.8,0,60,33.5,218.4,7.5,57.6144,0,6,48.5,137.6,15.5,
1507066200.0,736.8254534826,220.3083946612,0,125.7,-0.1,62.6,36.2,208.5,3.9,18.0045,13.12,0.1,49.4,139.9,15,
1507065300.0,754.3194771558,200.1083918717,0,101.2,0,61.8,37.3,213.7,7.5,55.8139,19.84,1.9,37.7,128.4,14,
1507064400.0,753.7944048829,208.008400334,-0.1,133.5,0,59.4,38.7,215.7,0,38.7097,9.76,9.2,38.8,136,14,
1507063500.0,639.85696413,209.4085463313,-0.1,95.2,0,51,42.6,197,7.8,27.0067,9.28,0.1,45.4,134.5,14,
1507062600.0,700.7318694592,209.1083959024,5.4,93.8,0,61.9,40.6,202.2,0,55.8139,9.6,0.1,39,124.6,14.5,
1507061700.0,706.2653672472,225.8083954733,13,114.6,0,54.7,39,202.2,14.1,34.2085,19.04,0.1,98.3,132.2,14,
1507060800.0,684.2177768387,222.3084058892,12.5,100.6,0,50.6,41.5,189.8,0,45.0112,29.44,1.1,14.4,140.6,14,
1507059900.0,734.4386489876,223.4071974265,6.7,84.5,0,56,45,208.5,14.1,49.5124,24.64,0.1,99.4,133,14,
1507059000.0,635.0164859295,213.6022511485,0,90.1,0,54.6,43.1,207.7,6,36.009,12.96,0.1,0.1,138.3,14.5,
1507058100.0,683.7428595163,218.6013485261,0,102.1,0,60.1,46.4,201.9,9.3,45.9115,8.32,0.1,33.7,123.1,14,
1507057200.0,606.7028139196,249.2999971434,-0.1,112.6,26.9,51.4,48.9,197,7.5,36.9092,10.56,0.1,46.6,133.7,14.5,
1507056300.0,614.0079739541,204.801947523,0,105.5,-0.1,46.4,49.7,165.1,0,44.111,13.44,0.1,33.1,130.7,14,
1507055400.0,562.5616658665,231.0086959004,5,93.1,-0.1,46.5,47.5,164.8,8.1,28.8072,22.56,20.3,35.8,123.1,14.5,
1507054500.0,550.691514805,251.6085486664,0,98.8,30.6,42.3,53.8,162.9,0,33.3083,28.96,3.6,41.4,124.6,14,
1507053600.0,513.7065651342,275.8085531471,11.2,69.8,19.9,47.4,56.3,161.5,13.5,42.3106,21.76,9.5,27,140.6,14.5,
1507052700.0,545.949411314,239.9088501465,7.9,74.6,-0.1,47.2,59.6,160.2,7.5,36.9092,11.2,0.1,54.8,138.3,14.5,
1507051800.0,516.6962726768,248.9086988568,-0.1,66.2,32.7,37,56.6,160.4,0,37.8094,8.8,0.1,26.3,134.5,14,
1507050900.0,480.4147898108,293.5086939931,0,57.4,30.9,52.9,59.6,150.5,40.2,23.4058,12,0.1,43.3,138.3,14,
1507050000.0,431.4322814662,272.7086957097,6.2,56.9,33.1,33.3,64.3,156.9,0,46.8117,29.76,0.1,25.4,129.9,14,
1507049100.0,516.2226253692,338.808378784,6.7,64.3,32.8,61.4,68.1,142.8,72.6,36.9092,21.44,0.1,98.3,127.6,14,
1507048200.0,395.0041885292,319.8313361667,10.2,69.2,42.8,9.8,75.6,175.5,0,28.8072,20.96,32.5,0.1,126.1,14,
1507047300.0,421.6318243481,395.0137927998,8.8,56,47.6,60.9,78.8,162.1,67.5,29.7074,27.68,16.1,0.1,124.6,13.5,
1507046400.0,376.5179418353,339.3082479024,9.7,41.1,53.2,5.4,84.9,125.3,0,27.0067,24.8,8.9,69.2,130.7,13.5,
1507045500.0,361.8177442569,385.404791228,8.8,47.5,53.5,53.2,95.9,117,55.2,27.0067,20.96,5.8,0.1,134.5,13,
1507044600.0,289.5790683301,376.2013443254,10.3,40.5,54,7.2,98.6,114,6.3,31.5079,29.92,13.8,0.1,143.7,13,
1507043700.0,322.8431904502,348.6164996643,11.4,37,50,40.7,105.8,114.6,0,28.8072,23.84,10.4,0.1,127.6,12,
1507042800.0,262.2320685089,457.409433404,9.7,21,55.4,0,107.4,106,84.3,31.5079,24.48,13.7,0.1,134.5,11.5,
1507041900.0,353.1391189601,394.9618495638,4.6,28.9,32.9,34.2,119,100.8,0,26.1065,37.44,21.8,68.2,142.9,9.5,
1507041000.0,247.3413955159,451.8023922776,6.4,24,45.1,0,122.2,104.9,67.5,21.6054,22.72,32.6,0.1,140.6,10,
1507040100.0,272.0431880169,332.6172463782,-0.1,29.9,38.6,0,121.4,110.7,0,28.8072,30.72,0.1,0.1,130.7,12,
1507039200.0,277.881496042,357.7137985695,5.4,6.9,36.5,31.5,103.8,101.9,32.4,32.4081,28.8,0.1,0.1,125.4,11,
1507038300.0,228.2340686424,302.2099040998,-0.1,11.8,0,0,100.8,101.4,0,24.3061,26.56,24,0.1,134.5,11,
1507037400.0,232.8038149178,331.1417862286,0,18.3,32.6,0,109.9,99.7,0,15.3038,42.56,0.1,0.1,125.4,14.5,
1507036500.0,234.51231963,283.6100527188,9.2,8.6,0,0,96.7,103.8,0,26.1065,2.56,0.1,0.1,137.6,14,
1507035600.0,317.5302955913,301.1086947545,9.5,11.3,15.4,57.5,87.6,126.4,0,25.2063,26.88,0.1,0.1,129.2,10.5,
1507034700.0,295.53494241,300.101650478,13.5,31.9,27.4,0,80.8,125.5,0,27.0067,42.24,0.1,0.1,124.6,13.5,
1507033800.0,364.7255394422,298.001346282,12.7,14,0,0,80.5,124.7,32.7,34.2085,42.4,0.1,98.1,122.3,8,
1507032900.0,284.474720411,269.2291558804,8,26.6,1.7,7.5,74.5,119.5,0,18.9047,28.96,0.1,0.1,131.5,12.5,
1507032000.0,326.5432668664,287.014533502,4.7,38.3,0,11.9,69.2,119.5,46.5,24.3061,0,0.1,15.2,139.9,9.5,
1507031100.0,292.5513911201,265.0536638713,4.7,22.4,0,0,75,114,0,28.8072,0,0.8,0.1,138.3,10,
1507030200.0,328.5396945868,236.6138031948,0,51,0,22,80.8,102.5,0,25.2063,0,0.1,0.1,131.5,13.5,
1507029300.0,257.265819977,253.8103522891,0,9.9,2.9,0,83,102.5,0,22.5056,0,0.1,0.1,122.3,8,
1507028400.0,238.5341711473,279.5146872196,8.1,10.6,0,0,82.7,114,20.4,13.5034,0,0.1,0.1,139.9,9,
1507027500.0,274.4701167066,306.9098610273,0,8.1,0,10.3,86.5,109.6,0,33.3083,0,24.1,0.1,137.6,14.5,
1507026600.0,221.729767323,309.5089851944,11.8,0,1.7,5.8,82.7,101.1,53.7,20.7052,0,0.1,0.1,124.6,8,
1507025700.0,320.2627712451,264.00884795,0,24.4,-0.1,0,87.1,103.3,0,27.907,24.64,0.1,58.6,124.6,13,
1507024800.0,260.7333898731,315.315301477,23.2,25.1,0,0,79.4,103.6,37.5,28.8072,43.2,0.1,0.1,139.1,11,
1507023900.0,290.9494969072,274.5000036284,0,49.5,1.5,0,78.8,110.4,0,18.0045,42.88,0.1,0.1,136,8,
1507023000.0,264.0813913643,311.6077247197,32.7,7.7,0,0,66.8,121.1,23.4,21.6054,42.72,0.1,0.1,127.6,19.5,
1507022100.0,360.9522918463,228.0088462364,-0.1,8,0,36.6,62.6,120.3,0,32.4081,39.68,0.1,36.3,123.1,25.5,
1507021200.0,233.2359484732,133.6086988077,0,12.1,0,0,60.7,119.5,13.5,12.6031,10.88,0.1,0.1,14.7,0,
1507020300.0,286.5178761613,166.2091479972,12.5,15.6,0,41.5,66.2,119.8,0,17.1043,0,0.1,0.1,20.1,0,
1507019400.0,246.5390464924,157.2089898912,0,0,0,0,62.9,128,45.9,30.6076,0,0.1,0.1,19.3,0,
1507018500.0,253.4840213414,162.3476122324,0,0,4.2,0,62.4,125,0,29.7074,0,0.1,0.1,20.1,0,
